,valid_miles,transport_type,weight,pickup_date,origin_kma,destination_kma,predicted_rate,predicted_rate_2
19,551.491,MKPFX,39950.0,2022-09-22 08:42:00,OKWUS,EKGTE,2.2447785299317005,2.219
20,95.6063,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,PEXPT,13.721785067984335,13.721785067984335
21,107.826,MKPFX,41850.0,2022-09-22 08:42:00,KWGZQ,VCEUE,7.23194228387113,7.3063
22,1185.527,MKPFX,14300.0,2022-09-22 08:42:00,HRQLD,DLGVW,6.831447164801933,6.831447164801933
23,1185.527,MKPFX,14300.0,2022-09-22 08:42:00,HRQLD,DLGVW,6.831447164801933,6.831447164801933
24,196.47,MKPFX,33300.0,2022-09-22 08:42:00,NUTZC,RONUZ,4.506219730735241,4.5382
25,417.3591,MKPFX,34250.0,2022-09-22 08:42:00,CXAKM,RUEXZ,4.660140823663074,4.660140823663074
26,111.1635,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,12.261601807301842,12.261601807301842
27,2429.756,MKPFX,23800.0,2022-09-22 08:42:00,HRQLD,QGHCU,5.437300607873141,5.437300607873141
28,1358.543,MKPFX,22850.0,2022-09-22 08:42:00,XYHVH,QCLHO,4.830894011608451,4.830894011608451
29,453.947,MKPFX,20262.2,2022-09-22 08:42:00,QUERU,QWBPO,2.253163106994308,1.9833
30,81.126,MKPFX,5443.15,2022-09-22 08:42:00,GLVAR,NUTZC,11.141626960173365,11.141626960173365
31,141.1565,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,10.407701251313833,10.407701251313833
32,885.508,GJROY,38050.0,2022-09-22 08:42:00,QUERU,UKOGN,6.131927235801953,6.131927235801953
33,141.1565,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,10.407701251313833,10.407701251313833
34,535.7291,MKPFX,31465.55,2022-09-22 08:42:00,TXLFD,FKQGG,4.110451476820719,3.6544
35,515.8821,MKPFX,9882.5,2022-09-22 08:42:00,MJGXM,FPZNC,2.959655775222784,2.8459
36,118.15,MKPFX,41850.0,2022-09-22 08:42:00,KWGZQ,VCEUE,6.746946160879315,6.8148
37,299.7634,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,ZSZDM,8.142189611497567,8.142189611497567
38,107.826,MKPFX,41850.0,2022-09-22 08:42:00,KWGZQ,VCEUE,7.23194228387113,7.3063
39,114.3408,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,11.694745060541914,11.694745060541914
40,141.1565,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,10.407701251313833,10.407701251313833
41,665.1618,MKPFX,18423.0,2022-09-22 08:42:00,GLVAR,KMMBI,5.815531754958772,5.815531754958772
42,604.624,MKPFX,5550.5,2022-09-22 08:42:00,RUEXZ,VCEUE,4.690919622594394,4.690919622594394
43,552.3721,MKPFX,18853.35,2022-09-22 08:42:00,IZYJN,RMBXT,4.581435653455961,4.581435653455961
44,227.7268,KFEGT,44035.0,2022-09-22 08:42:00,NPCXM,MJGXM,5.537846460770195,4.9899
45,1551.3971,MKPFX,37230.15,2022-09-22 08:42:00,NSBMC,JESUD,4.581293974492073,4.581293974492073
46,542.2261,MKPFX,22850.0,2022-09-22 08:42:00,QCLHO,GFKMC,3.7584941065533046,3.7613
47,1620.8528,MKPFX,37230.15,2022-09-22 08:42:00,NSBMC,FPZNC,4.195859212454514,4.195859212454514
48,806.0132,MKPFX,12933.9,2022-09-22 08:42:00,RCDSS,OKWUS,4.431406139298875,4.4587
49,806.0132,MKPFX,12933.9,2022-09-22 08:42:00,RCDSS,OKWUS,4.431406139298875,4.4587
50,1826.9767,MKPFX,38994.3,2022-09-22 08:42:00,TXLFD,NNJFK,3.494231486514648,3.494231486514648
51,1031.557,MKPFX,40425.0,2022-09-22 08:42:00,OMSVL,QCLHO,4.394321859582613,4.394321859582613
52,1791.5103,MKPFX,23800.0,2022-09-22 08:42:00,XNCMK,AWWEE,1.9581198389860375,1.9581198389860375
53,857.473,MKPFX,40425.0,2022-09-22 08:42:00,OMSVL,DUXGP,5.088466444292605,5.3349
54,1307.6439,MKPFX,33300.0,2022-09-22 08:42:00,HRQLD,DNDBK,6.118585075005969,6.118585075005969
55,1214.9326,MKPFX,33300.0,2022-09-22 08:42:00,HRQLD,UKWZA,7.113890388356889,7.113890388356889
56,649.5779,MKPFX,13382.3,2022-09-22 08:42:00,DUXGP,VCEUE,5.172532064056357,5.172532064056357
57,130.076,MKPFX,33300.0,2022-09-22 08:42:00,NNJFK,BKBAJ,10.441416081201705,10.441416081201705
58,130.076,MKPFX,33300.0,2022-09-22 08:42:00,NNJFK,BKBAJ,10.441416081201705,10.441416081201705
59,376.6327,MKPFX,33300.0,2022-09-22 08:42:00,NNJFK,QAHLZ,4.163357579786013,4.1952
60,656.1728,MKPFX,38994.3,2022-09-22 08:42:00,TXLFD,ZSLFG,4.289940348017188,4.289940348017188
61,703.948,MKPFX,39608.0,2022-09-22 08:42:00,DNDBK,MJGXM,4.087525671389143,4.087525671389143
62,1031.6815,MKPFX,33300.0,2022-09-22 08:42:00,HRQLD,NNJFK,7.295430366954432,7.295430366954432
63,581.128,MKPFX,6106.25,2022-09-22 08:42:00,QWBPO,RCDSS,3.298974575022439,3.37
64,109.695,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,QGHCU,11.387843893203547,11.387843893203547
65,710.2937,MKPFX,26602.5,2022-09-22 08:42:00,MJGXM,DNDBK,3.393914931565052,3.393914931565052
66,703.948,MKPFX,39608.0,2022-09-22 08:42:00,DNDBK,MJGXM,4.087525671389143,4.087525671389143
67,264.733,MKPFX,17150.0,2022-09-22 08:42:00,VKUUR,BFTJT,5.6867544681886235,5.6867544681886235
68,2310.6917,MKPFX,38994.3,2022-09-22 08:42:00,JHFLR,NUTZC,3.1180746036168068,3.1180746036168068
69,2310.6917,MKPFX,38994.3,2022-09-22 08:42:00,JHFLR,NUTZC,3.1180746036168068,3.1180746036168068
70,914.1838,MKPFX,38050.0,2022-09-22 08:42:00,GFKMC,ZSZDM,6.818695456204041,6.818695456204041
71,1048.1199,MKPFX,38994.3,2022-09-22 08:42:00,JHFLR,TXLFD,4.817857464569023,4.817857464569023
72,703.948,MKPFX,39608.0,2022-09-22 08:42:00,DNDBK,MJGXM,4.087525671389143,4.087525671389143
73,1583.6151,MKPFX,41835.75,2022-09-22 08:42:00,DNDBK,ZSZDM,4.390377574187289,4.390377574187289
74,228.8838,MKPFX,41503.25,2022-09-22 08:42:00,DNDBK,VCEUE,4.775569767351918,4.775569767351918
75,317.599,GJROY,14300.0,2022-09-22 08:42:00,PEXPT,PNBXA,6.492126847882785,6.4049
76,674.3021,MKPFX,37681.4,2022-09-22 08:42:00,JHFLR,MJJOV,3.660364280022641,3.660364280022641
77,781.1822,KFEGT,44035.0,2022-09-22 08:42:00,MJGXM,SZJLZ,3.546476506623793,3.546476506623793
78,297.04,MKPFX,22802.5,2022-09-22 08:42:00,DLGVW,EQJKI,2.699763408144761,2.699763408144761
79,458.664,MKPFX,6836.8,2022-09-22 08:42:00,GRIOF,QUERU,6.072310254956879,5.6878
80,2319.0576,MKPFX,33300.0,2022-09-22 08:42:00,HRQLD,PEXPT,5.660630992383533,5.660630992383533
81,640.3931,MKPFX,41850.0,2022-09-22 08:42:00,XNCMK,IZYJN,6.957745283518708,6.957745283518708
82,1234.3346,KFEGT,43275.0,2022-09-22 08:42:00,MJGXM,ZSLFG,4.315860320861705,4.315860320861705
83,710.2937,MKPFX,26527.45,2022-09-22 08:42:00,MJGXM,DNDBK,3.393914931565052,3.393914931565052
84,228.8838,MKPFX,41503.25,2022-09-22 08:42:00,DNDBK,VCEUE,4.775569767351918,4.775569767351918
85,241.86,MKPFX,14147.05,2022-09-22 08:45:35,VCEUE,OMSVL,3.2558945931673433,2.9547
86,90.5244,MKPFX,19050.0,2022-09-22 09:12:00,ZSZDM,OIANS,12.156010245617969,12.156010245617969
87,201.098,MKPFX,14699.95,2022-09-22 09:19:18,VCEUE,OMSVL,4.0365669467017,4.0365669467017
88,57.363,MKPFX,21132.4,2022-09-22 10:42:00,JESUD,NTODX,9.0261960543953,9.0261960543953
89,239.368,MKPFX,20212.8,2022-09-22 10:42:00,GRIOF,NTODX,4.441030494285571,4.441030494285571
90,457.2044,MKPFX,11450.0,2022-09-22 10:42:00,RUEXZ,KWGZQ,6.410735089702464,6.419
91,116.815,MKPFX,13130.55,2022-09-22 10:42:00,GFSKU,NTODX,6.9846921642611735,6.9846921642611735
92,204.925,MKPFX,7680.4,2022-09-22 11:42:00,WZUHV,NTODX,5.104469205201717,5.104469205201717
93,1693.9485,MKPFX,5663.9299,2022-09-22 12:42:00,MJGXM,HTFOW,3.8105054458926917,3.8105054458926917
94,80.592,MKPFX,27270.35,2022-09-22 12:42:00,QGHCU,QUERU,7.846359322530325,7.931
95,297.1735,MKPFX,16199.05,2022-09-22 12:42:00,BQMUZ,NTODX,4.1241331524316,4.1241331524316
96,159.802,MKPFX,8298.85,2022-09-22 13:12:00,WZUHV,NTODX,5.596957122436142,4.8418
97,66.174,MKPFX,12514.0,2022-09-22 13:42:00,PEXPT,QUERU,10.82208972089813,10.82208972089813
98,156.598,MKPFX,10425.9,2022-09-22 13:42:00,FPZNC,NTODX,5.894508033520476,5.679
99,260.817,MKPFX,12888.3,2022-09-22 13:42:00,CTJQI,NTODX,4.791526535354339,4.791526535354339
100,70.98,MKPFX,10988.3,2022-09-22 13:42:00,QGHCU,QUERU,9.389309703839247,9.389309703839247
101,93.1588,MKPFX,8541.1,2022-09-22 13:42:00,PEXPT,QUERU,7.863817600324139,7.863817600324139
102,156.242,MKPFX,8837.5,2022-09-22 13:42:00,NHDWT,NTODX,5.802262687942626,5.802262687942626
103,70.98,MKPFX,12187.2,2022-09-22 13:42:00,QGHCU,QUERU,9.180180899319328,8.9755
104,271.497,MKPFX,17816.9,2022-09-22 13:42:00,EKGTE,NTODX,4.393454390885481,4.393454390885481
105,191.842,MKPFX,10754.6,2022-09-22 13:42:00,CFBLH,NTODX,5.758731577400091,5.758731577400091
106,147.164,MKPFX,42591.0,2022-09-22 13:42:00,CFBLH,NTODX,7.5964346968884975,7.5964346968884975
107,84.419,MKPFX,11966.8,2022-09-22 13:42:00,QGHCU,QUERU,8.046826664911247,7.5799
108,814.0232,MKPFX,11379.0348,2022-09-22 13:42:00,XNCMK,URQTI,6.261414189428622,6.261414189428622
109,240.614,MKPFX,15097.05,2022-09-22 13:42:00,GRIOF,NTODX,4.24983807278885,4.0498
110,70.446,MKPFX,11111.8,2022-09-22 14:12:00,QGHCU,QUERU,9.350338421684796,9.350338421684796
111,1743.913,MKPFX,15662.4892,2022-09-22 14:12:00,XNCMK,HRQLD,2.5847326902399175,2.5847326902399175
112,262.0452,MKPFX,33171.75,2022-09-22 14:42:00,ZSZDM,QUERU,3.310699621418355,3.101
113,65.64,MKPFX,9991.75,2022-09-22 14:42:00,PEXPT,QUERU,10.254919526105486,10.254919526105486
114,234.562,MKPFX,36691.5,2022-09-22 14:42:00,MJJOV,NTODX,5.81701246115969,5.81701246115969
115,70.446,MKPFX,11777.75,2022-09-22 14:42:00,QGHCU,QUERU,9.149530631632542,9.149530631632542
116,116.815,MKPFX,20698.25,2022-09-22 14:42:00,GFSKU,NTODX,6.9846921642611735,6.9846921642611735
117,147.164,MKPFX,42363.95,2022-09-22 14:42:00,CFBLH,NTODX,7.802607338420602,7.802607338420602
118,1640.495,MKPFX,6890.0,2022-09-22 14:42:00,QCLHO,KMMBI,3.101064493664125,3.101064493664125
119,240.614,MKPFX,16530.6,2022-09-22 14:42:00,GRIOF,NTODX,4.24983807278885,4.0498
120,397.432,MKPFX,13644.5,2022-09-22 14:57:00,VCEUE,OUHDS,5.417440488337751,5.3297
121,174.22,MKPFX,8201.95,2022-09-22 15:12:00,FPZNC,NTODX,5.6177365173675184,5.6177365173675184
122,240.614,MKPFX,13743.3,2022-09-22 15:42:00,GRIOF,NTODX,4.2317074760495474,4.2317074760495474
123,155.174,MKPFX,4974.8,2022-09-22 15:42:00,EEEAA,NTODX,5.443704343658884,5.443704343658884
124,176.9434,MKPFX,17267.8,2022-09-22 15:42:00,DRRUD,NTODX,5.2102619022871774,5.0333
125,72.226,MKPFX,20607.05,2022-09-22 15:42:00,PEXPT,QUERU,9.298404325358105,9.298404325358105
126,156.242,MKPFX,8556.3,2022-09-22 15:42:00,NHDWT,NTODX,5.746631427132886,5.746631427132886
127,162.116,MKPFX,22728.4,2022-09-22 15:42:00,FPZNC,NTODX,5.552673189756783,5.488
128,240.614,MKPFX,9013.25,2022-09-22 15:42:00,GRIOF,NTODX,4.24983807278885,4.0498
129,271.497,MKPFX,18613.0,2022-09-22 15:42:00,EKGTE,NTODX,4.85282629934601,4.4907
130,203.768,MKPFX,23322.15,2022-09-22 15:42:00,SZJLZ,NTODX,4.991488255994258,4.991488255994258
131,569.914,MKPFX,41850.0,2022-09-22 15:42:00,JESUD,IUNUS,4.884610633152577,4.884610633152577
132,130.877,MKPFX,10327.1,2022-09-22 15:42:00,RJGHA,QUERU,7.60846917234375,7.7026
133,646.3561,MKPFX,38295.4785,2022-09-22 15:42:00,PNBXA,DUXGP,4.704969712658129,4.704969712658129
134,1784.23,MKPFX,38050.0,2022-09-22 15:42:00,DUXGP,KMMBI,2.8660661770821854,2.8660661770821854
135,1019.5153,MKPFX,16580.0,2022-09-22 15:42:00,HRQLD,NNJFK,6.265772854966765,5.9314
136,405.709,MKPFX,41850.0,2022-09-22 15:42:00,JESUD,RCDSS,5.997195034532504,5.997195034532504
137,851.777,MKPFX,41850.0,2022-09-22 15:42:00,JESUD,VCEUE,4.963337818153445,4.963337818153445
138,66.708,GJROY,5858.3,2022-09-22 15:42:00,HRQLD,AWWEE,13.888089441475717,13.888089441475717
139,166.744,MKPFX,5800.35,2022-09-22 15:42:00,NHDWT,NTODX,5.340550719441993,5.5802
140,255.922,MKPFX,39089.3,2022-09-22 16:12:00,MJJOV,NTODX,5.272922664632354,5.3969
141,370.287,MKPFX,6594.55,2022-09-22 16:12:00,YXTDU,NTODX,4.18647060068248,4.18647060068248
142,259.749,MKPFX,24271.2,2022-09-22 16:12:00,ZSZDM,QUERU,3.187858254481969,3.187858254481969
143,166.744,MKPFX,6476.75,2022-09-22 16:12:00,NHDWT,NTODX,5.340550719441993,5.5802
144,70.09,MKPFX,15512.2,2022-09-22 16:42:00,OQOLJ,QUERU,9.383516863818045,9.383516863818045
145,259.126,MKPFX,13898.15,2022-09-22 16:42:00,CTJQI,NTODX,4.517576291629008,4.517576291629008
146,556.119,MKPFX,15012.5,2022-09-22 16:42:00,VCEUE,GKKOS,2.126696887178189,2.0538
147,156.598,MKPFX,11788.2,2022-09-22 16:42:00,FPZNC,NTODX,5.894508033520476,5.679
148,199.0955,MKPFX,15005.85,2022-09-22 16:42:00,DRRUD,NTODX,5.016219058239582,4.8859
149,79.257,MKPFX,17920.45,2022-09-22 16:42:00,QGHCU,QUERU,8.229463031038982,8.0614
150,240.614,MKPFX,17851.1,2022-09-22 16:42:00,GRIOF,NTODX,4.24983807278885,4.0498
151,147.164,MKPFX,42591.0,2022-09-22 16:42:00,CFBLH,NTODX,7.5964346968884975,7.5964346968884975
152,915.7858,MKPFX,5702.5,2022-09-22 16:42:00,HQWLT,KWGZQ,4.065627129469173,4.065627129469173
153,1802.9822,MKPFX,8315.0,2022-09-22 16:42:00,HRQLD,KPOER,5.982368912417811,6.3509
154,1809.8976,MKPFX,24842.15,2022-09-22 16:42:00,AWWEE,KPOER,5.942685056946267,5.942685056946267
155,2065.5769,MKPFX,15485.6,2022-09-22 16:42:00,NUTZC,KPOER,5.192134029828387,5.5443
156,32.0069,MKPFX,39950.0,2022-09-22 16:42:00,HRQLD,AWWEE,21.378183413792712,21.378183413792712
157,333.8682,MKPFX,6927.05,2022-09-22 16:42:00,TVZUE,MJGXM,5.463459626203333,5.463459626203333
158,340.6767,MKPFX,10796.4,2022-09-22 16:42:00,EPXAM,DRRUD,5.910112349303887,5.910112349303887
159,166.744,MKPFX,6047.35,2022-09-22 17:12:00,NHDWT,NTODX,5.340550719441993,5.5802
160,271.497,MKPFX,17446.4,2022-09-22 17:12:00,EKGTE,NTODX,4.85282629934601,4.4907
161,70.268,MKPFX,13510.55,2022-09-22 17:12:00,QGHCU,QUERU,9.751069768264607,9.751069768264607
162,166.744,MKPFX,7470.45,2022-09-22 17:42:00,NHDWT,NTODX,5.340550719441993,5.5802
163,91.1118,MKPFX,22835.75,2022-09-22 17:42:00,GFKMC,NTODX,7.768204290033749,7.768204290033749
164,79.257,MKPFX,16581.9,2022-09-22 17:42:00,QGHCU,QUERU,8.926333144442522,8.926333144442522
165,1022.0963,MKPFX,12922.1196,2022-09-22 17:42:00,HRQLD,NNJFK,6.5241637254444385,6.5241637254444385
166,260.817,MKPFX,9293.5,2022-09-22 17:42:00,CTJQI,NTODX,4.791526535354339,4.791526535354339
167,156.598,MKPFX,10842.95,2022-09-22 17:42:00,FPZNC,NTODX,5.986646399782503,5.986646399782503
168,147.164,MKPFX,42591.0,2022-09-22 17:42:00,CFBLH,NTODX,7.5964346968884975,7.5964346968884975
169,141.735,MKPFX,18810.6,2022-09-22 17:42:00,FPZNC,NTODX,5.903148010438676,5.903148010438676
170,308.1116,MKPFX,18330.85,2022-09-22 17:42:00,ZSZDM,QUERU,3.0907634188073616,3.0907634188073616
171,1381.06,MKPFX,41850.0,2022-09-22 17:42:00,SQSHO,GKKOS,2.607894161983671,2.607894161983671
172,144.1736,MKPFX,8488.85,2022-09-22 17:42:00,IZYJN,QUERU,9.344292282166515,9.2594
173,397.966,MKPFX,13474.45,2022-09-22 17:42:00,LHDSM,QUERU,3.850991990541238,3.850991990541238
174,1361.4088,MKPFX,19050.0,2022-09-22 17:42:00,UKWZA,FDBUH,3.191213897259694,3.191213897259694
175,2065.5769,MKPFX,5809.85,2022-09-22 17:42:00,NUTZC,KPOER,5.192134029828387,5.5443
176,960.3125,MKPFX,10513.3,2022-09-22 17:42:00,HRQLD,NNJFK,7.398508614424859,7.398508614424859
177,915.7858,MKPFX,7764.0,2022-09-22 17:42:00,HQWLT,KWGZQ,4.065627129469173,4.065627129469173
178,392.003,MKPFX,42494.2225,2022-09-22 17:42:00,QUERU,QWBPO,3.7310061588432464,3.5328
179,276.392,MKPFX,15585.35,2022-09-22 17:42:00,ZSZDM,QUERU,3.168767389942922,3.168767389942922
180,1809.8976,MKPFX,16578.1,2022-09-22 17:42:00,AWWEE,KPOER,5.942685056946267,5.942685056946267
181,166.744,MKPFX,6393.15,2022-09-22 18:12:00,NHDWT,NTODX,5.340550719441993,5.5802
182,141.735,MKPFX,9518.65,2022-09-22 18:12:00,FPZNC,NTODX,5.903148010438676,5.903148010438676
183,245.153,MKPFX,11294.2,2022-09-22 18:12:00,PNBXA,QUERU,5.250000347891686,5.250000347891686
184,173.5169,MKPFX,8115.5,2022-09-22 18:42:00,QWBPO,FPZNC,6.918259435640559,6.918259435640559
185,335.9419,MKPFX,8292.2,2022-09-22 18:42:00,QWBPO,EWHXH,5.8933736390774545,5.8933736390774545
186,1345.7893,MKPFX,5967.55,2022-09-22 18:42:00,GRIOF,EQJKI,2.717667785683668,2.717667785683668
187,189.5102,MKPFX,20000.0,2022-09-22 18:42:00,OQOLJ,EJLNQ,6.38437538081102,6.38437538081102
188,1500.2755,MKPFX,12145.4,2022-09-22 18:42:00,NUTZC,KWGZQ,5.058059564059874,5.0144
189,898.1193,MKPFX,23760.1,2022-09-22 18:42:00,HRQLD,ZSLFG,5.055405854594711,5.055405854594711
190,1979.5226,MKPFX,14423.5,2022-09-22 18:42:00,HRQLD,GRIOF,5.8002088229198945,5.8002088229198945
191,231.002,MKPFX,15045.75,2022-09-22 18:42:00,VCEUE,OUHDS,5.833275792363862,5.833275792363862
192,70.268,MKPFX,14560.3,2022-09-22 19:12:00,QGHCU,QUERU,9.130740653570289,9.130740653570289
193,162.116,MKPFX,7544.55,2022-09-22 19:42:00,FPZNC,NTODX,5.686774472960085,5.686774472960085
194,1825.1967,MKPFX,9550.0,2022-09-22 19:42:00,AWWEE,FPZNC,4.682225387608769,4.682225387608769
195,162.116,MKPFX,42066.6,2022-09-22 19:42:00,FPZNC,NTODX,5.686774472960085,5.686774472960085
196,873.9202,MKPFX,17990.75,2022-09-22 19:42:00,KWGZQ,KMMBI,4.5849338800942245,4.5849338800942245
197,1909.3906,MKPFX,10939.85,2022-09-22 19:42:00,RONUZ,FPZNC,4.4300262774607955,4.4300262774607955
198,35.113,GJROY,32350.0,2022-09-22 19:42:00,HRQLD,AWWEE,17.158430365121028,17.6498
199,122.155,MKPFX,34843.75,2022-09-22 20:12:00,OQOLJ,QUERU,5.682018032321978,5.6057
200,355.6732,MKPFX,10353.7,2022-09-22 20:42:00,YXTDU,NTODX,3.8927146789542677,3.8927146789542677
201,160.692,MKPFX,33668.6,2022-09-22 20:42:00,UKWZA,KWGZQ,9.661229556586298,9.661229556586298
202,160.692,MKPFX,30926.9,2022-09-22 20:42:00,UKWZA,KWGZQ,8.781138691535535,8.7269
203,1524.261,MKPFX,12028.55,2022-09-22 20:42:00,CBZDP,AWWEE,4.500384469268503,4.500384469268503
204,942.6282,MKPFX,25085.35,2022-09-22 20:42:00,OIANS,RUEXZ,3.8556725642123655,3.8556725642123655
205,557.8723,MKPFX,7650.0,2022-09-22 20:42:00,PNBXA,MJJOV,4.739464772146567,4.739464772146567
206,821.5615,MKPFX,22759.75,2022-09-22 20:42:00,XNCMK,OMSVL,3.1239533111799886,3.1239533111799886
207,1011.2205,MKPFX,39950.0,2022-09-22 20:42:00,AWWEE,NNJFK,6.738552212396952,6.738552212396952
208,1011.2205,MKPFX,39950.0,2022-09-22 20:42:00,AWWEE,NNJFK,6.738552212396952,6.738552212396952
209,740.349,MKPFX,42325.0,2022-09-22 20:42:00,ZSZDM,DRRUD,3.5905401821633713,3.5905401821633713
210,340.6767,MKPFX,10796.4,2022-09-22 20:42:00,EPXAM,DRRUD,5.910112349303887,5.910112349303887
211,41.165,MKPFX,35447.0,2022-09-22 20:42:00,QUERU,QUERU,17.901980866559928,17.901980866559928
212,628.5472,MKPFX,36416.0,2022-09-22 20:42:00,RCDSS,DRRUD,4.67320895035424,4.67320895035424
213,479.3031,MKPFX,18931.25,2022-09-22 20:42:00,AQUVM,FPZNC,4.317603969755084,4.317603969755084
214,803.094,MKPFX,9971.2304,2022-09-22 21:42:00,UKWZA,OKPES,3.7517943608121973,3.7517943608121973
215,122.155,MKPFX,28492.05,2022-09-22 21:42:00,OQOLJ,QUERU,5.682018032321978,5.6057
216,122.155,MKPFX,38171.6,2022-09-22 21:42:00,OQOLJ,QUERU,5.682018032321978,5.6057
217,162.116,MKPFX,10215.95,2022-09-22 21:42:00,FPZNC,NTODX,5.136625509052565,5.136625509052565
218,1825.1967,MKPFX,9550.0,2022-09-22 21:42:00,AWWEE,FPZNC,4.682225387608769,4.682225387608769
219,636.397,MKPFX,38050.0,2022-09-22 21:42:00,NTODX,OKWUS,7.050657812233502,7.050657812233502
220,1383.9525,MKPFX,37100.0,2022-09-22 21:42:00,HECXW,XXIZJ,4.5875464660620455,4.5875464660620455
221,265.8366,MKPFX,41346.5,2022-09-22 21:42:00,YXTDU,DRRUD,5.581465467525434,5.581465467525434
222,42.2063,MKPFX,43221.8,2022-09-22 21:42:00,QUERU,OQOLJ,21.46916989786464,21.46916989786464
223,491.9678,MKPFX,41518.45,2022-09-22 21:42:00,QUERU,NPCXM,3.9409152695431118,3.9409152695431118
224,740.349,MKPFX,42325.0,2022-09-22 21:42:00,ZSZDM,DRRUD,3.5905401821633713,3.5905401821633713
225,113.611,MKPFX,15117.0,2022-09-22 21:42:00,MJGXM,DUXGP,8.23593248920966,8.23593248920966
226,1205.997,MKPFX,7448.6,2022-09-22 21:42:00,VJBFX,QGIHN,4.880442003452905,4.880442003452905
227,1344.5078,MKPFX,41518.45,2022-09-22 21:42:00,QUERU,VCEUE,3.2177407129005617,3.2177407129005617
228,2191.227,GJROY,35757.65,2022-09-22 21:42:00,NPCXM,AWWEE,2.8286704175513804,2.7626
229,1386.133,GJROY,33080.55,2022-09-22 21:42:00,UXLVW,AWWEE,3.7023726932639205,3.7023726932639205
230,1230.294,MKPFX,41090.0,2022-09-22 21:42:00,VCEUE,HRQLD,2.5424400772252937,2.5424400772252937
231,652.3458,MKPFX,20989.9,2022-09-22 21:42:00,QGHCU,DRRUD,3.3738156280906053,3.3738156280906053
232,303.982,MKPFX,28550.0,2022-09-22 21:42:00,HRQLD,NUTZC,6.467613475882672,6.4223
233,377.0599,MKPFX,40261.6,2022-09-22 21:42:00,QUERU,OXDKT,5.347388861395424,5.347388861395424
234,557.8723,MKPFX,7650.0,2022-09-22 22:12:00,PNBXA,MJJOV,4.739464772146567,4.739464772146567
235,1825.1967,MKPFX,9550.0,2022-09-22 22:42:00,AWWEE,FPZNC,4.682225387608769,4.682225387608769
236,342.6169,MKPFX,14602.1,2022-09-22 22:42:00,QGIHN,LHDSM,5.847265837011979,5.847265837011979
237,1836.4908,MKPFX,17150.0,2022-09-22 22:42:00,HRQLD,EKGTE,5.5816014120544715,5.4335
238,901.3767,MKPFX,39950.0,2022-09-22 22:42:00,NTODX,ZSZDM,7.466156906138468,7.466156906138468
239,785.65,GJROY,41850.0,2022-09-22 22:42:00,NTODX,VCEUE,4.757069340575243,4.757069340575243
